,,open,high,low,close
XAU/USD,2025-11-03 07:20:00,4004.40000,4004.40000,3999.59000,4002.51000
XAU/USD,2025-11-03 07:15:00,4005.24000,4005.35000,4003.91000,4004.41000
XAU/USD,2025-11-03 07:10:00,4003.45000,4006.46000,4003.44000,4005.36000
XAU/USD,2025-11-03 07:05:00,4002.10000,4003.71000,4001.93000,4003.45000
XAU/USD,2025-11-03 07:00:00,4003.30000,4004.18000,4002.05000,4002.10000
XAU/USD,2025-11-03 06:55:00,4003.49000,4003.49000,4002.44000,4003.30000
XAU/USD,2025-11-03 06:50:00,4003.88000,4004.80000,4003.62000,4003.62000
XAU/USD,2025-11-03 06:45:00,4002.69000,4004.60000,4002.13000,4003.89000
XAU/USD,2025-11-03 06:40:00,4001.57000,4002.85000,4000.84000,4002.36000
XAU/USD,2025-11-03 06:35:00,4001.06000,4003.08000,4000.92000,4001.57000
XAU/USD,2025-11-03 06:30:00,4003.52000,4003.95000,4000.47000,4001.06000
XAU/USD,2025-11-03 06:25:00,4002.01000,4003.95000,4001.55000,4003.51000
XAU/USD,2025-11-03 06:20:00,4001.63000,4002.01000,3999.52000,4002.00000
XAU/USD,2025-11-03 06:15:00,4000.03000,4002.93000,3998.70000,4001.24000
XAU/USD,2025-11-03 06:10:00,3998.92000,4000.89000,3998.25000,4000.04000
XAU/USD,2025-11-03 06:05:00,3996.31000,3998.74000,3995.99000,3998.74000
XAU/USD,2025-11-03 06:00:00,3996.53000,3997.61000,3993.77000,3996.30000
XAU/USD,2025-11-03 05:55:00,3995.49000,3997.20000,3995.49000,3996.52000
XAU/USD,2025-11-03 05:50:00,3994.92000,3996.31000,3994.24000,3995.50000
XAU/USD,2025-11-03 05:45:00,3995.50000,3996.33000,3993.27000,3994.92000
XAU/USD,2025-11-03 05:40:00,3997.04000,3997.39000,3995.49000,3995.49000
XAU/USD,2025-11-03 05:35:00,3994.61000,3998.37000,3994.61000,3997.17000
XAU/USD,2025-11-03 05:30:00,3996.65000,3996.65000,3991.80000,3994.61000
XAU/USD,2025-11-03 05:25:00,3994.68000,3998.11000,3994.68000,3996.82000
XAU/USD,2025-11-03 05:20:00,3994.91000,3996.07000,3992.97000,3994.67000
XAU/USD,2025-11-03 05:15:00,3993.83000,3995.26000,3993.37000,3995.18000
XAU/USD,2025-11-03 05:10:00,3992.74000,3996.01000,3992.52000,3993.84000
XAU/USD,2025-11-03 05:05:00,3994.22000,3994.22000,3980.00000,3993.06000
XAU/USD,2025-11-03 05:00:00,3998.22000,4001.87000,3994.22000,3994.23000
XAU/USD,2025-11-03 04:55:00,3999.03000,4000.36000,3998.32000,3998.32000
XAU/USD,2025-11-03 04:50:00,3999.06000,4001.45000,3998.19000,3998.61000
XAU/USD,2025-11-03 04:45:00,3995.58000,3998.68000,3989.41000,3998.68000
XAU/USD,2025-11-03 04:40:00,4001.27000,4001.27000,3994.60000,3995.94000
XAU/USD,2025-11-03 04:35:00,4000.93000,4002.80000,4000.93000,4001.57000
XAU/USD,2025-11-03 04:30:00,4004.60000,4005.62000,4000.00000,4000.93000
XAU/USD,2025-11-03 04:25:00,4012.70000,4012.70000,4003.54000,4004.47000
XAU/USD,2025-11-03 04:20:00,4013.95000,4015.65000,4011.91000,4012.70000
XAU/USD,2025-11-03 04:15:00,4018.52000,4018.52000,4012.57000,4014.16000
XAU/USD,2025-11-03 04:10:00,4021.37000,4021.37000,4017.86000,4018.52000
XAU/USD,2025-11-03 04:05:00,4016.27000,4021.75000,4016.27000,4021.38000
XAU/USD,2025-11-03 04:00:00,4016.37000,4016.94000,4013.78000,4016.27000
XAU/USD,2025-11-03 03:55:00,4013.31000,4016.79000,4012.90000,4016.76000
XAU/USD,2025-11-03 03:50:00,4013.99000,4015.22000,4012.81000,4013.30000
XAU/USD,2025-11-03 03:45:00,4014.57000,4014.57000,4011.25000,4013.99000
XAU/USD,2025-11-03 03:40:00,4012.57000,4014.89000,4011.08000,4014.57000
XAU/USD,2025-11-03 03:35:00,4011.27000,4014.68000,4011.27000,4012.58000
XAU/USD,2025-11-03 03:30:00,4011.58000,4014.01000,4009.07000,4011.27000
XAU/USD,2025-11-03 03:25:00,4012.94000,4012.95000,4008.67000,4011.91000
XAU/USD,2025-11-03 03:20:00,4016.00000,4016.00000,4012.94000,4012.94000
XAU/USD,2025-11-03 03:15:00,4017.76000,4018.71000,4015.61000,4016.00000
XAU/USD,2025-11-03 03:10:00,4021.12000,4023.01000,4017.76000,4017.77000
XAU/USD,2025-11-03 03:05:00,4022.10000,4023.18000,4019.65000,4021.12000
XAU/USD,2025-11-03 03:00:00,4020.35000,4022.14000,4020.34000,4022.10000
XAU/USD,2025-11-03 02:55:00,4018.95000,4020.49000,4018.54000,4020.34000
XAU/USD,2025-11-03 02:50:00,4018.23000,4020.78000,4018.23000,4018.96000
XAU/USD,2025-11-03 02:45:00,4017.74000,4018.44000,4016.60000,4018.00000
XAU/USD,2025-11-03 02:40:00,4016.32000,4018.01000,4016.32000,4017.75000
XAU/USD,2025-11-03 02:35:00,4012.71000,4018.00000,4012.71000,4016.31000
XAU/USD,2025-11-03 02:30:00,4015.15000,4015.75000,4012.37000,4012.70000
XAU/USD,2025-11-03 02:25:00,4012.75000,4016.06000,4012.75000,4015.53000
XAU/USD,2025-11-03 02:20:00,4012.11000,4014.50000,4011.67000,4013.41000
XAU/USD,2025-11-03 02:15:00,4011.99000,4013.00000,4010.98000,4012.10000
XAU/USD,2025-11-03 02:10:00,4015.95000,4015.97000,4011.26000,4011.99000
XAU/USD,2025-11-03 02:05:00,4017.30000,4017.55000,4013.63000,4015.95000
XAU/USD,2025-11-03 02:00:00,4014.16000,4018.22000,4013.18000,4017.29000
XAU/USD,2025-11-03 01:55:00,4013.77000,4014.91000,4011.55000,4014.15000
XAU/USD,2025-11-03 01:50:00,4013.12000,4014.65000,4012.70000,4013.77000
XAU/USD,2025-11-03 01:45:00,4012.74000,4013.24000,4011.24000,4013.13000
XAU/USD,2025-11-03 01:40:00,4013.10000,4014.39000,4012.61000,4012.86000
XAU/USD,2025-11-03 01:35:00,4011.26000,4013.11000,4010.73000,4013.11000
XAU/USD,2025-11-03 01:30:00,4013.00000,4013.37000,4008.75000,4011.26000
XAU/USD,2025-11-03 01:25:00,4014.16000,4014.65000,4008.18000,4012.99000
XAU/USD,2025-11-03 01:20:00,4014.63000,4015.00000,4011.52000,4014.16000
XAU/USD,2025-11-03 01:15:00,4012.04000,4016.00000,4011.22000,4014.64000
XAU/USD,2025-11-03 01:10:00,4012.39000,4013.00000,4011.21000,4012.05000
XAU/USD,2025-11-03 01:05:00,4010.87000,4012.70000,4008.03000,4012.39000
XAU/USD,2025-11-03 01:00:00,4011.06000,4013.00000,4010.30000,4010.51000
XAU/USD,2025-11-03 00:55:00,4012.44000,4012.44000,4008.70000,4011.07000
XAU/USD,2025-11-03 00:50:00,4011.24000,4013.00000,4011.12000,4012.43000
XAU/USD,2025-11-03 00:45:00,4011.22000,4011.58000,4010.10000,4011.23000
XAU/USD,2025-11-03 00:40:00,4011.05000,4012.83000,4011.05000,4011.21000
XAU/USD,2025-11-03 00:35:00,4009.50000,4012.52000,4007.89000,4011.05000
XAU/USD,2025-11-03 00:30:00,4007.71000,4013.12000,4007.71000,4009.59000
XAU/USD,2025-11-03 00:25:00,4004.82000,4008.71000,4004.82000,4007.70000
XAU/USD,2025-11-03 00:20:00,4003.68000,4004.82000,4002.85000,4004.81000
XAU/USD,2025-11-03 00:15:00,4004.30000,4005.65000,4000.42000,4003.67000
XAU/USD,2025-11-03 00:10:00,4004.06000,4006.89000,4003.73000,4004.29000
XAU/USD,2025-11-03 00:05:00,3996.45000,4003.95000,3995.74000,4003.95000
XAU/USD,2025-11-03 00:00:00,4001.00000,4001.01000,3996.04000,3996.06000
XAU/USD,2025-11-02 23:55:00,4002.77000,4002.78000,3999.65000,4001.01000
XAU/USD,2025-11-02 23:50:00,4001.85000,4002.78000,4000.98000,4002.78000
XAU/USD,2025-11-02 23:45:00,4004.08000,4004.32000,4001.84000,4001.84000
XAU/USD,2025-11-02 23:40:00,4003.21000,4004.85000,4002.87000,4004.09000
XAU/USD,2025-11-02 23:35:00,4002.19000,4003.36000,4001.37000,4003.22000
XAU/USD,2025-11-02 23:30:00,4001.97000,4002.70000,3999.97000,4002.19000
XAU/USD,2025-11-02 23:25:00,4001.02000,4001.98000,3999.08000,4001.98000
XAU/USD,2025-11-02 23:20:00,4001.80000,4003.64000,4000.82000,4001.38000
XAU/USD,2025-11-02 23:15:00,4007.01000,4007.01000,4001.79000,4001.79000
XAU/USD,2025-11-02 23:10:00,4008.49000,4009.64000,4005.96000,4007.00000
XAU/USD,2025-11-02 23:05:00,4003.08000,4009.60000,4002.96000,4008.50000
XAU/USD,2025-11-02 23:00:00,4005.89000,4008.07000,4003.08000,4003.08000
XAU/USD,2025-11-02 22:55:00,4009.01000,4010.04000,4005.88000,4005.89000
XAU/USD,2025-11-02 22:50:00,4006.99000,4010.05000,4006.01000,4009.02000
XAU/USD,2025-11-02 22:45:00,4006.12000,4007.55000,4005.64000,4007.00000
XAU/USD,2025-11-02 22:40:00,4007.57000,4008.33000,4006.12000,4006.13000
XAU/USD,2025-11-02 22:35:00,4006.00000,4008.30000,4003.33000,4007.57000
XAU/USD,2025-11-02 22:30:00,4000.62000,4006.00000,3999.47000,4006.00000
XAU/USD,2025-11-02 22:25:00,4003.07000,4003.69000,3996.20000,4000.63000
XAU/USD,2025-11-02 22:20:00,4002.71000,4005.00000,4002.01000,4003.08000
XAU/USD,2025-11-02 22:15:00,4001.57000,4005.08000,4001.57000,4002.71000
XAU/USD,2025-11-02 22:10:00,4000.68000,4004.51000,4000.12000,4001.97000
XAU/USD,2025-11-02 22:05:00,4003.46000,4004.67000,3998.85000,4000.68000
XAU/USD,2025-11-02 22:00:00,4001.97000,4007.46000,3999.98000,4003.64000
XAU/USD,2025-11-02 21:55:00,3999.46000,4003.39000,3997.91000,4002.01000
XAU/USD,2025-11-02 21:50:00,3998.77000,3999.46000,3996.92000,3999.46000
XAU/USD,2025-11-02 21:45:00,4001.90000,4002.90000,3998.77000,3998.77000
XAU/USD,2025-11-02 21:40:00,4000.55000,4005.00000,4000.55000,4002.05000
XAU/USD,2025-11-02 21:35:00,3999.30000,4000.55000,3997.49000,4000.55000
XAU/USD,2025-11-02 21:30:00,3995.70000,4000.71000,3995.01000,3999.21000
XAU/USD,2025-11-02 21:25:00,3998.57000,3999.89000,3995.69000,3995.69000
XAU/USD,2025-11-02 21:20:00,4000.86000,4006.34000,3998.23000,3998.57000
XAU/USD,2025-11-02 21:15:00,3996.86000,4000.86000,3996.86000,4000.86000
XAU/USD,2025-11-02 21:10:00,3994.82000,3997.34000,3993.37000,3996.85000
XAU/USD,2025-11-02 21:05:00,3995.10000,3995.40000,3993.32000,3994.83000
XAU/USD,2025-11-02 21:00:00,3997.63000,4000.35000,3995.09000,3995.10000
XAU/USD,2025-11-02 20:55:00,3998.15000,4002.21000,3997.68000,3997.68000
XAU/USD,2025-11-02 20:50:00,3992.49000,3999.28000,3992.07000,3998.16000
XAU/USD,2025-11-02 20:45:00,3991.98000,3994.59000,3990.52000,3992.68000
XAU/USD,2025-11-02 20:40:00,3994.66000,3994.99000,3990.26000,3991.98000
XAU/USD,2025-11-02 20:35:00,3998.24000,3998.63000,3994.19000,3994.21000
XAU/USD,2025-11-02 20:30:00,3996.78000,3999.74000,3995.66000,3997.82000
XAU/USD,2025-11-02 20:25:00,3991.87000,3997.77000,3990.62000,3996.68000
XAU/USD,2025-11-02 20:20:00,3992.99000,3992.99000,3988.32000,3991.69000
XAU/USD,2025-11-02 20:15:00,3986.37000,3992.99000,3986.37000,3992.99000
XAU/USD,2025-11-02 20:10:00,3984.00000,3988.62000,3983.45000,3986.37000
XAU/USD,2025-11-02 20:05:00,3970.70000,3985.89000,3969.69000,3984.10000
XAU/USD,2025-11-02 20:00:00,3971.41000,3974.02000,3966.57000,3970.71000
XAU/USD,2025-11-02 19:55:00,3969.22000,3973.02000,3968.00000,3971.28000
XAU/USD,2025-11-02 19:50:00,3973.97000,3975.85000,3969.22000,3969.22000
XAU/USD,2025-11-02 19:45:00,3972.47000,3975.85000,3971.47000,3973.97000
XAU/USD,2025-11-02 19:40:00,3974.18000,3977.01000,3971.49000,3972.39000
XAU/USD,2025-11-02 19:35:00,3966.37000,3974.19000,3966.15000,3974.18000
XAU/USD,2025-11-02 19:30:00,3970.31000,3970.31000,3963.91000,3966.37000
XAU/USD,2025-11-02 19:25:00,3970.43000,3972.62000,3969.38000,3970.31000
XAU/USD,2025-11-02 19:20:00,3963.34000,3972.19000,3962.20000,3970.42000
XAU/USD,2025-11-02 19:15:00,3968.80000,3970.38000,3962.99000,3963.34000
XAU/USD,2025-11-02 19:10:00,3977.45000,3978.89000,3967.44000,3968.63000
XAU/USD,2025-11-02 19:05:00,3979.08000,3980.04000,3976.96000,3977.45000
XAU/USD,2025-11-02 19:00:00,3979.05000,3986.22000,3978.04000,3978.82000
XAU/USD,2025-11-02 18:55:00,3979.97000,3981.53000,3977.07000,3979.05000
XAU/USD,2025-11-02 18:50:00,3980.01000,3983.25000,3976.98000,3979.97000
XAU/USD,2025-11-02 18:45:00,3977.93000,3980.01000,3976.88000,3980.00000
XAU/USD,2025-11-02 18:40:00,3986.10000,3986.10000,3977.11000,3977.92000
XAU/USD,2025-11-02 18:35:00,3988.69000,3989.12000,3982.35000,3986.11000
XAU/USD,2025-11-02 18:30:00,3991.66000,3992.17000,3988.67000,3988.68000
XAU/USD,2025-11-02 18:25:00,3990.38000,3991.98000,3990.37000,3991.66000
XAU/USD,2025-11-02 18:20:00,3989.49000,3990.38000,3985.51000,3990.38000
XAU/USD,2025-11-02 18:15:00,3992.32000,3993.94000,3988.88000,3989.49000
XAU/USD,2025-11-02 18:10:00,3989.79000,3992.16000,3988.98000,3992.16000
XAU/USD,2025-11-02 18:05:00,3992.06000,3993.74000,3987.85000,3989.79000
XAU/USD,2025-11-02 18:00:00,3996.89000,3997.12000,3988.52000,3992.38000
XAU/USD,2025-11-02 17:55:00,3997.44000,3998.31000,3996.89000,3996.89000
XAU/USD,2025-11-01 08:55:00,4003.38000,4003.38000,4001.40000,4001.40000
XAU/USD,2025-11-01 08:50:00,4003.98000,4003.98000,4002.77000,4003.39000
XAU/USD,2025-11-01 08:45:00,4004.56000,4005.24000,4001.63000,4003.97000
XAU/USD,2025-11-01 08:40:00,4005.99000,4005.99000,4004.55000,4004.56000
XAU/USD,2025-11-01 08:35:00,4005.99000,4005.99000,4005.98000,4005.98000
XAU/USD,2025-11-01 08:30:00,4005.99000,4005.99000,4005.98000,4005.99000
XAU/USD,2025-11-01 08:25:00,4005.98000,4005.99000,4005.98000,4005.98000
XAU/USD,2025-11-01 08:20:00,4007.75000,4007.75000,4005.98000,4005.98000
XAU/USD,2025-11-01 08:15:00,4005.74000,4007.75000,4005.74000,4007.74000
XAU/USD,2025-11-01 08:10:00,4007.29000,4007.30000,4005.68000,4005.75000
XAU/USD,2025-11-01 08:05:00,4007.31000,4007.31000,4007.29000,4007.30000
XAU/USD,2025-11-01 08:00:00,4008.71000,4008.71000,4007.00000,4007.31000
XAU/USD,2025-11-01 07:55:00,4009.43000,4009.44000,4008.71000,4008.72000
XAU/USD,2025-11-01 07:50:00,4008.70000,4009.48000,4008.69000,4009.44000
XAU/USD,2025-11-01 07:45:00,4007.97000,4008.70000,4007.46000,4008.70000
XAU/USD,2025-11-01 07:40:00,4008.37000,4008.37000,4007.97000,4007.98000
XAU/USD,2025-11-01 07:35:00,4008.61000,4008.61000,4008.37000,4008.37000
XAU/USD,2025-11-01 07:30:00,4008.60000,4008.61000,4008.60000,4008.60000
XAU/USD,2025-11-01 07:25:00,4009.44000,4009.44000,4008.60000,4008.60000
XAU/USD,2025-11-01 07:20:00,4009.63000,4009.63000,4009.35000,4009.44000
XAU/USD,2025-11-01 07:15:00,4009.48000,4009.63000,4009.48000,4009.62000
XAU/USD,2025-11-01 07:10:00,4009.01000,4009.49000,4009.01000,4009.49000
XAU/USD,2025-11-01 07:05:00,4009.02000,4009.02000,4009.01000,4009.01000
XAU/USD,2025-11-01 07:00:00,4008.45000,4009.02000,4008.45000,4009.01000
XAU/USD,2025-11-01 06:55:00,4008.44000,4008.45000,4008.44000,4008.45000
XAU/USD,2025-11-01 06:50:00,4007.38000,4009.88000,4007.38000,4008.45000
XAU/USD,2025-11-01 06:45:00,4008.32000,4008.33000,4007.36000,4007.37000
XAU/USD,2025-11-01 06:40:00,4007.98000,4008.33000,4007.97000,4008.33000
XAU/USD,2025-11-01 06:35:00,4006.58000,4007.99000,4005.62000,4007.99000
XAU/USD,2025-11-01 06:30:00,4003.71000,4006.57000,4003.70000,4006.57000
XAU/USD,2025-11-01 06:25:00,4003.70000,4003.71000,4003.70000,4003.70000
XAU/USD,2025-11-01 06:20:00,4004.84000,4004.85000,4003.70000,4003.70000
XAU/USD,2025-11-01 06:15:00,4004.84000,4004.85000,4004.84000,4004.84000
XAU/USD,2025-11-01 06:10:00,4004.84000,4004.85000,4004.84000,4004.84000
XAU/USD,2025-11-01 06:05:00,4004.09000,4004.85000,4004.09000,4004.84000
XAU/USD,2025-11-01 06:00:00,4004.09000,4004.10000,4004.09000,4004.10000
XAU/USD,2025-11-01 05:55:00,4004.05000,4004.10000,4004.05000,4004.09000
XAU/USD,2025-11-01 05:50:00,4004.05000,4004.06000,4004.05000,4004.06000
XAU/USD,2025-11-01 05:45:00,4004.06000,4004.06000,4004.05000,4004.06000
XAU/USD,2025-11-01 05:40:00,4003.31000,4004.13000,4003.31000,4004.06000
XAU/USD,2025-11-01 05:35:00,4002.20000,4003.61000,4002.19000,4003.31000
XAU/USD,2025-11-01 05:30:00,4002.85000,4002.85000,4002.18000,4002.20000
XAU/USD,2025-11-01 05:25:00,4003.35000,4003.73000,4002.85000,4002.85000
XAU/USD,2025-11-01 05:20:00,4004.14000,4004.14000,4003.05000,4003.35000
XAU/USD,2025-11-01 05:15:00,4004.15000,4004.15000,4004.14000,4004.15000
XAU/USD,2025-11-01 05:10:00,4004.14000,4004.15000,4004.14000,4004.14000
XAU/USD,2025-11-01 05:05:00,4003.75000,4004.15000,4003.75000,4004.15000
XAU/USD,2025-11-01 05:00:00,4003.75000,4003.85000,4003.74000,4003.74000
XAU/USD,2025-11-01 04:55:00,4003.75000,4003.75000,4003.74000,4003.75000
XAU/USD,2025-11-01 04:50:00,4003.75000,4003.75000,4003.74000,4003.74000
XAU/USD,2025-11-01 04:45:00,4003.61000,4003.75000,4003.61000,4003.74000
XAU/USD,2025-11-01 04:40:00,4005.35000,4005.35000,4003.60000,4003.61000
XAU/USD,2025-11-01 04:35:00,4003.72000,4005.36000,4003.72000,4005.36000
XAU/USD,2025-11-01 04:30:00,4002.88000,4003.73000,4002.88000,4003.72000
XAU/USD,2025-11-01 04:25:00,4001.93000,4002.88000,4001.93000,4002.88000
XAU/USD,2025-11-01 04:20:00,4002.61000,4002.61000,4001.84000,4001.93000
XAU/USD,2025-11-01 04:15:00,4003.86000,4003.86000,4002.61000,4002.61000
XAU/USD,2025-11-01 04:10:00,4004.50000,4004.51000,4003.85000,4003.85000
XAU/USD,2025-11-01 04:05:00,4004.51000,4004.51000,4004.50000,4004.50000
XAU/USD,2025-11-01 04:00:00,4002.96000,4005.62000,4002.96000,4004.50000
XAU/USD,2025-11-01 03:55:00,4003.39000,4003.40000,4002.96000,4002.96000
XAU/USD,2025-11-01 03:50:00,4003.39000,4003.40000,4003.39000,4003.40000
XAU/USD,2025-11-01 03:45:00,4002.95000,4003.40000,4002.95000,4003.39000
XAU/USD,2025-11-01 03:40:00,4003.00000,4003.00000,4002.94000,4002.94000
XAU/USD,2025-11-01 03:35:00,4004.34000,4004.35000,4003.00000,4003.00000
XAU/USD,2025-11-01 03:30:00,4003.86000,4004.34000,4003.86000,4004.33000
XAU/USD,2025-11-01 03:25:00,4002.89000,4003.86000,4002.88000,4003.86000
XAU/USD,2025-11-01 03:20:00,4003.79000,4003.79000,4002.87000,4002.87000
XAU/USD,2025-11-01 03:15:00,4003.80000,4003.80000,4003.78000,4003.79000
XAU/USD,2025-11-01 03:10:00,4005.92000,4006.58000,4002.43000,4003.80000
XAU/USD,2025-11-01 03:05:00,4004.64000,4005.91000,4004.63000,4005.91000
XAU/USD,2025-11-01 03:00:00,4003.53000,4004.64000,4003.53000,4004.64000
XAU/USD,2025-11-01 02:55:00,4003.12000,4003.53000,4003.12000,4003.53000
XAU/USD,2025-11-01 02:50:00,4003.12000,4003.13000,4003.12000,4003.12000
XAU/USD,2025-11-01 02:45:00,4003.12000,4003.13000,4003.12000,4003.13000
XAU/USD,2025-11-01 02:40:00,4006.41000,4006.41000,4002.50000,4003.13000
XAU/USD,2025-11-01 02:35:00,4004.87000,4006.57000,4004.86000,4006.42000
XAU/USD,2025-11-01 02:30:00,4003.86000,4004.87000,4003.85000,4004.86000
XAU/USD,2025-11-01 02:25:00,4004.13000,4005.14000,4003.00000,4003.85000
XAU/USD,2025-11-01 02:20:00,4004.12000,4004.13000,4004.12000,4004.12000
XAU/USD,2025-11-01 02:15:00,4002.90000,4004.13000,4002.89000,4004.12000
XAU/USD,2025-11-01 02:10:00,4002.89000,4002.90000,4002.89000,4002.90000
XAU/USD,2025-11-01 02:05:00,4003.19000,4003.19000,4002.89000,4002.89000
XAU/USD,2025-11-01 02:00:00,4003.18000,4003.19000,4003.18000,4003.19000
XAU/USD,2025-11-01 01:55:00,4003.25000,4003.25000,4003.18000,4003.19000
XAU/USD,2025-11-01 01:50:00,4003.69000,4003.69000,4003.25000,4003.26000
XAU/USD,2025-11-01 01:45:00,4003.70000,4003.70000,4003.69000,4003.69000
XAU/USD,2025-11-01 01:40:00,4003.62000,4003.70000,4003.62000,4003.70000
XAU/USD,2025-11-01 01:35:00,4003.61000,4003.61000,4003.61000,4003.61000
XAU/USD,2025-11-01 01:30:00,4003.88000,4003.88000,4003.61000,4003.62000
XAU/USD,2025-11-01 01:25:00,4003.39000,4004.88000,4003.39000,4003.87000
XAU/USD,2025-11-01 01:20:00,4003.58000,4003.59000,4003.38000,4003.39000
XAU/USD,2025-11-01 01:15:00,4004.60000,4004.60000,4003.58000,4003.59000
XAU/USD,2025-11-01 01:10:00,4004.11000,4004.60000,4004.10000,4004.59000
XAU/USD,2025-11-01 01:05:00,4005.84000,4005.85000,4004.10000,4004.10000
XAU/USD,2025-11-01 01:00:00,4005.75000,4005.85000,4005.75000,4005.85000
XAU/USD,2025-11-01 00:55:00,4005.75000,4005.75000,4005.74000,4005.75000
XAU/USD,2025-11-01 00:50:00,4005.38000,4005.50000,4005.38000,4005.50000
XAU/USD,2025-11-01 00:45:00,4004.58000,4006.36000,4004.58000,4005.39000
XAU/USD,2025-11-01 00:40:00,4005.11000,4005.11000,4003.62000,4004.59000
XAU/USD,2025-11-01 00:35:00,4005.81000,4006.16000,4005.11000,4005.11000
XAU/USD,2025-11-01 00:30:00,4007.14000,4007.15000,4004.47000,4005.54000
XAU/USD,2025-11-01 00:25:00,4005.81000,4007.15000,4005.81000,4007.15000
XAU/USD,2025-11-01 00:20:00,4005.04000,4005.82000,4005.04000,4005.81000
XAU/USD,2025-11-01 00:15:00,4005.97000,4006.45000,4004.50000,4005.04000
XAU/USD,2025-11-01 00:10:00,4005.46000,4005.97000,4005.46000,4005.97000
XAU/USD,2025-11-01 00:05:00,4005.39000,4005.42000,4005.38000,4005.42000
XAU/USD,2025-11-01 00:00:00,4004.43000,4005.39000,4004.43000,4005.39000
XAU/USD,2025-10-31 23:55:00,4004.43000,4004.43000,4004.42000,4004.43000
XAU/USD,2025-10-31 23:50:00,4003.78000,4004.43000,4003.78000,4004.42000
XAU/USD,2025-10-31 23:45:00,4003.86000,4003.87000,4003.77000,4003.78000
XAU/USD,2025-10-31 23:40:00,4004.16000,4004.16000,4003.86000,4003.87000
XAU/USD,2025-10-31 23:35:00,4004.15000,4004.16000,4004.15000,4004.15000
XAU/USD,2025-10-31 23:30:00,4004.97000,4004.97000,4004.15000,4004.16000
XAU/USD,2025-10-31 23:25:00,4003.51000,4005.32000,4003.50000,4004.97000
XAU/USD,2025-10-31 23:20:00,4003.50000,4003.51000,4003.50000,4003.50000
XAU/USD,2025-10-31 23:15:00,4003.50000,4003.51000,4003.50000,4003.51000
XAU/USD,2025-10-31 23:10:00,4005.06000,4005.06000,4003.50000,4003.51000
XAU/USD,2025-10-31 23:05:00,4004.62000,4005.95000,4004.62000,4005.06000
XAU/USD,2025-10-31 23:00:00,4001.95000,4004.62000,4001.33000,4004.62000
XAU/USD,2025-10-31 22:55:00,4001.79000,4001.95000,4001.79000,4001.95000
XAU/USD,2025-10-31 22:50:00,4001.79000,4001.79000,4001.78000,4001.79000
XAU/USD,2025-10-31 22:45:00,4001.79000,4001.79000,4001.78000,4001.78000
XAU/USD,2025-10-31 22:40:00,4001.35000,4001.79000,3999.71000,4001.79000
XAU/USD,2025-10-31 22:35:00,4002.06000,4002.07000,4001.35000,4001.36000
XAU/USD,2025-10-31 22:30:00,4002.07000,4002.07000,4002.06000,4002.06000
XAU/USD,2025-10-31 22:25:00,4001.32000,4002.06000,4001.32000,4002.06000
XAU/USD,2025-10-31 22:20:00,4003.09000,4003.49000,4001.32000,4001.32000
XAU/USD,2025-10-31 22:15:00,4003.08000,4003.09000,4003.08000,4003.09000
XAU/USD,2025-10-31 22:10:00,4003.07000,4003.09000,4003.07000,4003.09000
XAU/USD,2025-10-31 22:05:00,4003.08000,4003.08000,4003.07000,4003.07000
XAU/USD,2025-10-31 22:00:00,4002.23000,4003.08000,4002.22000,4003.08000
XAU/USD,2025-10-31 21:55:00,4003.54000,4004.95000,4002.21000,4002.23000
XAU/USD,2025-10-31 21:50:00,4002.76000,4003.54000,4002.76000,4003.53000
XAU/USD,2025-10-31 21:45:00,4004.93000,4004.94000,4002.47000,4002.75000
XAU/USD,2025-10-31 21:40:00,4004.95000,4004.95000,4004.93000,4004.94000
XAU/USD,2025-10-31 21:35:00,4005.41000,4005.42000,4002.86000,4004.95000
XAU/USD,2025-10-31 21:30:00,4004.32000,4005.42000,4004.31000,4005.42000
XAU/USD,2025-10-31 21:25:00,4004.32000,4004.32000,4004.31000,4004.32000
XAU/USD,2025-10-31 21:20:00,4003.25000,4004.82000,4003.25000,4004.31000
XAU/USD,2025-10-31 21:15:00,4004.12000,4004.12000,4002.98000,4003.25000
XAU/USD,2025-10-31 21:10:00,4001.73000,4004.12000,4000.84000,4004.12000
XAU/USD,2025-10-31 21:05:00,4002.62000,4002.63000,4001.73000,4001.74000
XAU/USD,2025-10-31 21:00:00,4002.06000,4004.50000,4002.05000,4002.62000
XAU/USD,2025-10-31 20:55:00,4002.06000,4002.06000,4002.05000,4002.05000
XAU/USD,2025-10-31 20:50:00,4003.26000,4003.26000,4002.05000,4002.06000
XAU/USD,2025-10-31 20:45:00,4001.03000,4003.26000,4001.02000,4003.26000
XAU/USD,2025-10-31 20:40:00,4001.91000,4001.92000,4001.02000,4001.02000
XAU/USD,2025-10-31 20:35:00,4002.45000,4002.45000,4001.91000,4001.91000
XAU/USD,2025-10-31 20:30:00,4001.27000,4003.76000,4001.27000,4002.45000
XAU/USD,2025-10-31 20:25:00,4001.27000,4001.27000,4001.26000,4001.27000
XAU/USD,2025-10-31 20:20:00,4001.67000,4001.68000,4001.26000,4001.27000
XAU/USD,2025-10-31 20:15:00,4002.58000,4005.63000,4001.67000,4001.67000
XAU/USD,2025-10-31 20:10:00,3997.98000,4003.62000,3997.98000,4002.59000
XAU/USD,2025-10-31 20:05:00,3997.98000,3997.99000,3997.97000,3997.98000
