,,open,high,low,close
BTC/USD,2025-11-03 05:45:00,107225.88000,107307.77000,107138.00000,107251.20000
BTC/USD,2025-11-03 05:40:00,107296.38000,107385.42000,107171.15000,107225.88000
BTC/USD,2025-11-03 05:35:00,107343.26000,107412.48000,107281.63000,107296.38000
BTC/USD,2025-11-03 05:30:00,107568.81000,107568.81000,107285.77000,107343.26000
BTC/USD,2025-11-03 05:25:00,107534.77000,107602.99000,107494.78000,107568.81000
BTC/USD,2025-11-03 05:20:00,107493.12000,107534.78000,107458.57000,107534.77000
BTC/USD,2025-11-03 05:15:00,107491.45000,107525.36000,107466.53000,107485.97000
BTC/USD,2025-11-03 05:10:00,107449.44000,107533.43000,107418.24000,107491.45000
BTC/USD,2025-11-03 05:05:00,107290.58000,107459.03000,107290.58000,107449.44000
BTC/USD,2025-11-03 05:00:00,107181.96000,107443.98000,107181.96000,107290.58000
BTC/USD,2025-11-03 04:55:00,107112.63000,107200.00000,107062.31000,107181.96000
BTC/USD,2025-11-03 04:50:00,107244.16000,107274.47000,107055.30000,107112.63000
BTC/USD,2025-11-03 04:45:00,107320.16000,107320.16000,107175.00000,107244.16000
BTC/USD,2025-11-03 04:40:00,107212.92000,107322.29000,107173.68000,107320.17000
BTC/USD,2025-11-03 04:35:00,107284.89000,107360.00000,107199.96000,107216.00000
BTC/USD,2025-11-03 04:30:00,107357.99000,107436.71000,107228.41000,107284.89000
BTC/USD,2025-11-03 04:25:00,107381.45000,107429.84000,107266.54000,107359.43000
BTC/USD,2025-11-03 04:20:00,107617.04000,107617.04000,107381.46000,107381.46000
BTC/USD,2025-11-03 04:15:00,107775.20000,107775.20000,107587.16000,107617.04000
BTC/USD,2025-11-03 04:10:00,107741.13000,107865.45000,107683.96000,107775.21000
BTC/USD,2025-11-03 04:05:00,107712.52000,107894.33000,107712.52000,107741.13000
BTC/USD,2025-11-03 04:00:00,107563.89000,107716.87000,107502.46000,107712.52000
BTC/USD,2025-11-03 03:55:00,107504.31000,107582.00000,107391.22000,107563.90000
BTC/USD,2025-11-03 03:50:00,107040.00000,107562.95000,107039.99000,107504.31000
BTC/USD,2025-11-03 03:45:00,107207.99000,107218.09000,106946.84000,107040.00000
BTC/USD,2025-11-03 03:40:00,107145.50000,107245.21000,107094.30000,107207.99000
BTC/USD,2025-11-03 03:35:00,107233.95000,107282.00000,107094.93000,107145.50000
BTC/USD,2025-11-03 03:30:00,107210.11000,107277.36000,107172.55000,107233.95000
BTC/USD,2025-11-03 03:25:00,107350.16000,107385.83000,107172.12000,107205.15000
BTC/USD,2025-11-03 03:20:00,107524.01000,107524.01000,107350.17000,107350.17000
BTC/USD,2025-11-03 03:15:00,107548.92000,107562.95000,107405.66000,107524.01000
BTC/USD,2025-11-03 03:10:00,107584.56000,107697.68000,107542.82000,107548.92000
BTC/USD,2025-11-03 03:05:00,107536.00000,107623.45000,107496.41000,107595.40000
BTC/USD,2025-11-03 03:00:00,107444.01000,107536.00000,107381.46000,107536.00000
BTC/USD,2025-11-03 02:55:00,107501.86000,107677.66000,107441.95000,107444.01000
BTC/USD,2025-11-03 02:50:00,107489.98000,107644.71000,107478.27000,107501.86000
BTC/USD,2025-11-03 02:45:00,107448.36000,107499.33000,107423.80000,107484.30000
BTC/USD,2025-11-03 02:40:00,107555.97000,107622.00000,107448.35000,107448.36000
BTC/USD,2025-11-03 02:35:00,107541.68000,107696.98000,107494.05000,107552.11000
BTC/USD,2025-11-03 02:30:00,107624.15000,107697.87000,107503.74000,107537.99000
BTC/USD,2025-11-03 02:25:00,107709.97000,107810.77000,107595.67000,107624.15000
BTC/USD,2025-11-03 02:20:00,107357.26000,107755.33000,107290.71000,107709.98000
BTC/USD,2025-11-03 02:15:00,107428.08000,107489.87000,107333.06000,107357.26000
BTC/USD,2025-11-03 02:10:00,107386.00000,107470.23000,107344.55000,107428.09000
BTC/USD,2025-11-03 02:05:00,107314.91000,107411.70000,107254.41000,107386.00000
BTC/USD,2025-11-03 02:00:00,107475.99000,107475.99000,107301.84000,107306.00000
BTC/USD,2025-11-03 01:55:00,107484.30000,107559.87000,107350.08000,107476.00000
BTC/USD,2025-11-03 01:50:00,107375.40000,107613.38000,107357.26000,107484.31000
BTC/USD,2025-11-03 01:45:00,107342.16000,107399.24000,107000.00000,107375.40000
BTC/USD,2025-11-03 01:40:00,107439.27000,107465.86000,107298.19000,107346.00000
BTC/USD,2025-11-03 01:35:00,107416.57000,107647.56000,107407.01000,107439.28000
BTC/USD,2025-11-03 01:30:00,107453.98000,107465.06000,107288.44000,107416.57000
BTC/USD,2025-11-03 01:25:00,107498.34000,107530.30000,107413.05000,107455.12000
BTC/USD,2025-11-03 01:20:00,107369.35000,107558.34000,107351.63000,107498.33000
BTC/USD,2025-11-03 01:15:00,107338.80000,107547.39000,107308.86000,107369.36000
BTC/USD,2025-11-03 01:10:00,107576.37000,107576.37000,107267.01000,107338.00000
BTC/USD,2025-11-03 01:05:00,107613.99000,107704.65000,107576.72000,107576.72000
BTC/USD,2025-11-03 01:00:00,107588.61000,107686.50000,107514.56000,107614.00000
BTC/USD,2025-11-03 00:55:00,107592.18000,107623.99000,107530.50000,107592.21000
BTC/USD,2025-11-03 00:50:00,107498.83000,107669.94000,107466.01000,107592.18000
BTC/USD,2025-11-03 00:45:00,107591.99000,107605.29000,107385.82000,107494.00000
BTC/USD,2025-11-03 00:40:00,107730.09000,107730.09000,107514.56000,107592.00000
BTC/USD,2025-11-03 00:35:00,107876.27000,107907.51000,107717.54000,107730.10000
BTC/USD,2025-11-03 00:30:00,107952.42000,107992.49000,107864.44000,107878.41000
BTC/USD,2025-11-03 00:25:00,107838.23000,107998.81000,107725.01000,107950.16000
BTC/USD,2025-11-03 00:20:00,107792.30000,108030.91000,107790.00000,107838.23000
BTC/USD,2025-11-03 00:15:00,107962.60000,107962.60000,107786.36000,107792.31000
BTC/USD,2025-11-03 00:10:00,107960.10000,108029.83000,107779.50000,107968.30000
BTC/USD,2025-11-03 00:05:00,107932.00000,107977.77000,107883.61000,107960.11000
BTC/USD,2025-11-03 00:00:00,107890.61000,107950.00000,107838.32000,107924.00000
BTC/USD,2025-11-02 23:55:00,107968.01000,107968.67000,107805.00000,107890.62000
BTC/USD,2025-11-02 23:50:00,107820.00000,107980.47000,107816.06000,107968.02000
BTC/USD,2025-11-02 23:45:00,107713.96000,107831.99000,107702.10000,107820.00000
BTC/USD,2025-11-02 23:40:00,107930.87000,107931.05000,107680.74000,107680.74000
BTC/USD,2025-11-02 23:35:00,107887.09000,107934.04000,107768.66000,107930.87000
BTC/USD,2025-11-02 23:30:00,107828.01000,107898.37000,107680.01000,107894.00000
BTC/USD,2025-11-02 23:25:00,107770.03000,107906.64000,107688.37000,107828.01000
BTC/USD,2025-11-02 23:20:00,107520.60000,107853.34000,107463.02000,107770.03000
BTC/USD,2025-11-02 23:15:00,107732.01000,107768.65000,107514.00000,107520.61000
BTC/USD,2025-11-02 23:10:00,107742.02000,107872.96000,107644.27000,107739.33000
BTC/USD,2025-11-02 23:05:00,107591.36000,107799.41000,107516.69000,107744.52000
BTC/USD,2025-11-02 23:00:00,107934.01000,108007.59000,107560.00000,107591.36000
BTC/USD,2025-11-02 22:55:00,107988.89000,108082.00000,107914.21000,107934.01000
BTC/USD,2025-11-02 22:50:00,108066.72000,108155.00000,107900.00000,107988.90000
BTC/USD,2025-11-02 22:45:00,108246.60000,108246.60000,108030.94000,108066.72000
BTC/USD,2025-11-02 22:40:00,108236.01000,108378.15000,108216.36000,108260.57000
BTC/USD,2025-11-02 22:35:00,108210.01000,108411.00000,108196.00000,108236.01000
BTC/USD,2025-11-02 22:30:00,108127.45000,108291.86000,107973.01000,108210.02000
BTC/USD,2025-11-02 22:25:00,108152.00000,108176.82000,107955.85000,108127.46000
BTC/USD,2025-11-02 22:20:00,108332.44000,108444.99000,108075.10000,108150.15000
BTC/USD,2025-11-02 22:15:00,108231.72000,108476.55000,108219.94000,108332.44000
BTC/USD,2025-11-02 22:10:00,108797.16000,108797.16000,108199.00000,108220.87000
BTC/USD,2025-11-02 22:05:00,109057.31000,109065.72000,108775.54000,108797.16000
BTC/USD,2025-11-02 22:00:00,109034.02000,109157.39000,109002.01000,109060.01000
BTC/USD,2025-11-02 21:55:00,109037.26000,109100.34000,108953.65000,109043.93000
BTC/USD,2025-11-02 21:50:00,108803.89000,109044.80000,108745.97000,109037.26000
BTC/USD,2025-11-02 21:45:00,108870.00000,108870.00000,108646.31000,108803.90000
BTC/USD,2025-11-02 21:40:00,108918.16000,108975.76000,108825.21000,108863.71000
BTC/USD,2025-11-02 21:35:00,108956.02000,109063.50000,108815.30000,108922.30000
BTC/USD,2025-11-02 21:30:00,109258.78000,109258.78000,108871.50000,108958.02000
BTC/USD,2025-11-02 21:25:00,109604.03000,109642.89000,109210.38000,109250.00000
BTC/USD,2025-11-02 21:20:00,109527.85000,109614.14000,109502.19000,109610.01000
BTC/USD,2025-11-02 21:15:00,109676.03000,109689.18000,109410.01000,109527.85000
BTC/USD,2025-11-02 21:10:00,109586.36000,109770.80000,109498.82000,109676.00000
BTC/USD,2025-11-02 21:05:00,109524.13000,109660.46000,109407.00000,109586.37000
BTC/USD,2025-11-02 21:00:00,109664.58000,109730.40000,109515.95000,109529.20000
BTC/USD,2025-11-02 20:55:00,109673.14000,109747.50000,109577.61000,109658.88000
BTC/USD,2025-11-02 20:50:00,109734.03000,109769.59000,109595.75000,109671.51000
BTC/USD,2025-11-02 20:45:00,109736.04000,109912.37000,109716.76000,109730.76000
BTC/USD,2025-11-02 20:40:00,109651.46000,109803.00000,109549.09000,109738.01000
BTC/USD,2025-11-02 20:35:00,109667.28000,109761.59000,109351.51000,109648.92000
BTC/USD,2025-11-02 20:30:00,109648.09000,109750.43000,109613.91000,109668.00000
BTC/USD,2025-11-02 20:25:00,109608.03000,109675.95000,109526.00000,109648.09000
BTC/USD,2025-11-02 20:20:00,109716.02000,109782.40000,109565.70000,109614.91000
BTC/USD,2025-11-02 20:15:00,109730.02000,109817.29000,109626.01000,109716.03000
BTC/USD,2025-11-02 20:10:00,109802.03000,109849.48000,109700.00000,109733.21000
BTC/USD,2025-11-02 20:05:00,109511.04000,109811.20000,109493.99000,109806.76000
BTC/USD,2025-11-02 20:00:00,109744.25000,109744.25000,109452.38000,109500.28000
BTC/USD,2025-11-02 19:55:00,110049.69000,110049.69000,109744.24000,109744.25000
BTC/USD,2025-11-02 19:50:00,110174.40000,110232.84000,109972.67000,110052.00000
BTC/USD,2025-11-02 19:45:00,110272.02000,110311.00000,110158.41000,110176.77000
BTC/USD,2025-11-02 19:40:00,110314.01000,110339.15000,110218.80000,110272.05000
BTC/USD,2025-11-02 19:35:00,110280.41000,110367.98000,110272.80000,110320.82000
BTC/USD,2025-11-02 19:30:00,110318.00000,110369.73000,110257.93000,110280.25000
BTC/USD,2025-11-02 19:25:00,110486.01000,110523.84000,110316.68000,110316.68000
BTC/USD,2025-11-02 19:20:00,110624.25000,110631.42000,110483.69000,110493.89000
BTC/USD,2025-11-02 19:15:00,110667.24000,110684.76000,110591.52000,110624.26000
BTC/USD,2025-11-02 19:10:00,110738.46000,110749.00000,110583.04000,110667.26000
BTC/USD,2025-11-02 19:05:00,110585.37000,110748.99000,110583.04000,110736.51000
BTC/USD,2025-11-02 19:00:00,110533.83000,110586.03000,110474.74000,110585.35000
BTC/USD,2025-11-02 18:55:00,110622.90000,110729.40000,110521.44000,110536.01000
BTC/USD,2025-11-02 18:50:00,110370.48000,110639.59000,110359.23000,110620.67000
BTC/USD,2025-11-02 18:45:00,110397.41000,110430.54000,110332.24000,110370.48000
BTC/USD,2025-11-02 18:40:00,110418.57000,110535.57000,110382.25000,110399.94000
BTC/USD,2025-11-02 18:35:00,110222.03000,110468.55000,110212.86000,110423.66000
BTC/USD,2025-11-02 18:30:00,110167.95000,110278.87000,110140.26000,110222.03000
BTC/USD,2025-11-02 18:25:00,110192.50000,110246.49000,110138.00000,110167.95000
BTC/USD,2025-11-02 18:20:00,110273.35000,110273.35000,110134.20000,110192.50000
BTC/USD,2025-11-02 18:15:00,110459.86000,110487.65000,110250.00000,110273.35000
BTC/USD,2025-11-02 18:10:00,110278.03000,110487.47000,110255.20000,110463.65000
BTC/USD,2025-11-02 18:05:00,110140.26000,110301.19000,110090.01000,110278.03000
BTC/USD,2025-11-02 18:00:00,109906.81000,110299.70000,109900.13000,110140.26000
BTC/USD,2025-11-02 17:55:00,109717.44000,109906.05000,109704.48000,109902.00000
BTC/USD,2025-11-02 17:50:00,109704.55000,109783.28000,109630.01000,109717.37000
BTC/USD,2025-11-02 17:45:00,109628.01000,109748.88000,109529.20000,109700.55000
BTC/USD,2025-11-02 17:40:00,109552.92000,109674.05000,109535.26000,109628.01000
BTC/USD,2025-11-02 17:35:00,109518.10000,109771.20000,109517.11000,109552.93000
BTC/USD,2025-11-02 17:30:00,109984.75000,109986.35000,109424.93000,109518.10000
BTC/USD,2025-11-02 17:25:00,109991.10000,109991.10000,109942.74000,109984.74000
BTC/USD,2025-11-02 17:20:00,109971.00000,110007.07000,109971.00000,109991.11000
BTC/USD,2025-11-02 17:15:00,109954.57000,109971.00000,109931.76000,109971.00000
BTC/USD,2025-11-02 17:10:00,109986.52000,109994.99000,109938.13000,109954.58000
BTC/USD,2025-11-02 17:05:00,109976.28000,110005.18000,109935.27000,109986.53000
BTC/USD,2025-11-02 17:00:00,109978.95000,109998.32000,109966.48000,109976.29000
BTC/USD,2025-11-02 16:55:00,110048.86000,110050.40000,109966.47000,109978.95000
BTC/USD,2025-11-02 16:50:00,110053.42000,110099.99000,110042.74000,110048.86000
BTC/USD,2025-11-02 16:45:00,110034.14000,110096.91000,110034.14000,110053.42000
BTC/USD,2025-11-02 16:40:00,110045.65000,110046.24000,109985.89000,110034.15000
BTC/USD,2025-11-02 16:35:00,110023.28000,110070.02000,109970.53000,110045.65000
BTC/USD,2025-11-02 16:30:00,110005.05000,110062.66000,109990.00000,110019.99000
BTC/USD,2025-11-02 16:25:00,110010.00000,110031.91000,110001.10000,110005.06000
BTC/USD,2025-11-02 16:20:00,110027.78000,110057.79000,109995.05000,110006.48000
BTC/USD,2025-11-02 16:15:00,110003.84000,110029.38000,109961.45000,110027.78000
BTC/USD,2025-11-02 16:10:00,110036.55000,110036.55000,109953.34000,110003.64000
BTC/USD,2025-11-02 16:05:00,110110.01000,110116.65000,110035.21000,110036.56000
BTC/USD,2025-11-02 16:00:00,110085.82000,110129.56000,110050.01000,110110.00000
BTC/USD,2025-11-02 15:55:00,110060.00000,110087.87000,110026.40000,110085.82000
BTC/USD,2025-11-02 15:50:00,110049.61000,110076.05000,110024.20000,110059.99000
BTC/USD,2025-11-02 15:45:00,110037.30000,110068.94000,110004.71000,110050.60000
BTC/USD,2025-11-02 15:40:00,110028.02000,110077.70000,110011.00000,110037.30000
BTC/USD,2025-11-02 15:35:00,110047.30000,110047.30000,109976.90000,110028.37000
BTC/USD,2025-11-02 15:30:00,109920.34000,110065.58000,109900.00000,110047.38000
BTC/USD,2025-11-02 15:25:00,109986.08000,109995.05000,109859.16000,109920.34000
BTC/USD,2025-11-02 15:20:00,109998.95000,110037.40000,109966.68000,109987.48000
BTC/USD,2025-11-02 15:15:00,109960.09000,110015.09000,109942.38000,109998.96000
BTC/USD,2025-11-02 15:10:00,110143.90000,110146.12000,109957.56000,109960.09000
BTC/USD,2025-11-02 15:05:00,110199.73000,110215.50000,110131.01000,110143.90000
BTC/USD,2025-11-02 15:00:00,110178.02000,110212.00000,110097.75000,110204.60000
BTC/USD,2025-11-02 14:55:00,110110.85000,110182.49000,110110.85000,110178.02000
BTC/USD,2025-11-02 14:50:00,110049.90000,110117.99000,110023.98000,110108.19000
BTC/USD,2025-11-02 14:45:00,110055.55000,110095.96000,110044.12000,110047.88000
BTC/USD,2025-11-02 14:40:00,110051.99000,110066.67000,110005.40000,110054.56000
BTC/USD,2025-11-02 14:35:00,110110.00000,110152.62000,109944.49000,110052.00000
BTC/USD,2025-11-02 14:30:00,109966.00000,110141.45000,109958.00000,110110.67000
BTC/USD,2025-11-02 14:25:00,110185.01000,110185.49000,109943.29000,109966.00000
BTC/USD,2025-11-02 14:20:00,110186.64000,110188.00000,110126.29000,110182.50000
BTC/USD,2025-11-02 14:15:00,110205.99000,110206.90000,110154.00000,110186.65000
BTC/USD,2025-11-02 14:10:00,110214.01000,110249.14000,110177.67000,110206.00000
BTC/USD,2025-11-02 14:05:00,110284.01000,110286.68000,110188.75000,110214.01000
BTC/USD,2025-11-02 14:00:00,110336.14000,110336.15000,110266.01000,110282.04000
BTC/USD,2025-11-02 13:55:00,110309.67000,110338.12000,110276.01000,110338.02000
BTC/USD,2025-11-02 13:50:00,110286.02000,110321.13000,110268.04000,110309.67000
BTC/USD,2025-11-02 13:45:00,110274.00000,110310.61000,110258.01000,110286.00000
BTC/USD,2025-11-02 13:40:00,110178.01000,110297.55000,110171.24000,110270.00000
BTC/USD,2025-11-02 13:35:00,110248.25000,110275.50000,110168.01000,110178.01000
BTC/USD,2025-11-02 13:30:00,110234.04000,110265.94000,110196.00000,110248.25000
BTC/USD,2025-11-02 13:25:00,110246.90000,110253.00000,110186.00000,110241.00000
BTC/USD,2025-11-02 13:20:00,110243.06000,110281.97000,110231.01000,110246.90000
BTC/USD,2025-11-02 13:15:00,110172.76000,110271.00000,110157.11000,110240.00000
BTC/USD,2025-11-02 13:10:00,110234.14000,110268.02000,110167.21000,110172.76000
BTC/USD,2025-11-02 13:05:00,110196.04000,110267.98000,110192.02000,110235.00000
BTC/USD,2025-11-02 13:00:00,110189.45000,110227.49000,110160.02000,110197.91000
BTC/USD,2025-11-02 12:55:00,110101.54000,110194.96000,110101.18000,110188.65000
BTC/USD,2025-11-02 12:50:00,110081.43000,110102.01000,110037.40000,110101.55000
BTC/USD,2025-11-02 12:45:00,110044.00000,110084.99000,110010.00000,110081.43000
BTC/USD,2025-11-02 12:40:00,110068.49000,110095.50000,110011.90000,110046.24000
BTC/USD,2025-11-02 12:35:00,110018.00000,110100.00000,110014.00000,110068.50000
BTC/USD,2025-11-02 12:30:00,110152.14000,110157.15000,110016.00000,110030.90000
BTC/USD,2025-11-02 12:25:00,110256.24000,110263.57000,110148.00000,110153.99000
BTC/USD,2025-11-02 12:20:00,110154.12000,110256.23000,110121.03000,110256.23000
BTC/USD,2025-11-02 12:15:00,110211.17000,110262.00000,110140.26000,110154.03000
BTC/USD,2025-11-02 12:10:00,110186.01000,110239.50000,110165.82000,110211.17000
BTC/USD,2025-11-02 12:05:00,110133.96000,110217.80000,110132.01000,110188.50000
BTC/USD,2025-11-02 12:00:00,110106.01000,110153.99000,110077.92000,110133.96000
BTC/USD,2025-11-02 11:55:00,110062.03000,110131.50000,110060.01000,110106.01000
BTC/USD,2025-11-02 11:50:00,109994.14000,110100.91000,109950.00000,110064.01000
BTC/USD,2025-11-02 11:45:00,110055.99000,110060.79000,109940.59000,110004.62000
BTC/USD,2025-11-02 11:40:00,110041.71000,110099.95000,110002.15000,110055.99000
BTC/USD,2025-11-02 11:35:00,109994.00000,110123.83000,109958.80000,110044.00000
BTC/USD,2025-11-02 11:30:00,110066.81000,110110.49000,109929.25000,109994.32000
BTC/USD,2025-11-02 11:25:00,110000.00000,110084.99000,109978.50000,110063.32000
BTC/USD,2025-11-02 11:20:00,109843.43000,110075.99000,109843.43000,109997.18000
BTC/USD,2025-11-02 11:15:00,109828.48000,109884.63000,109727.65000,109839.46000
BTC/USD,2025-11-02 11:10:00,109863.94000,109924.99000,109786.00000,109828.48000
BTC/USD,2025-11-02 11:05:00,109842.00000,109907.26000,109776.54000,109864.90000
BTC/USD,2025-11-02 11:00:00,110095.99000,110131.93000,108800.00000,109840.00000
BTC/USD,2025-11-02 10:55:00,110227.37000,110227.37000,110061.01000,110095.99000
BTC/USD,2025-11-02 10:50:00,110209.45000,110253.04000,110202.59000,110230.00000
BTC/USD,2025-11-02 10:45:00,110260.68000,110342.81000,110193.50000,110209.45000
BTC/USD,2025-11-02 10:40:00,110516.70000,110516.71000,110212.86000,110260.03000
BTC/USD,2025-11-02 10:35:00,110527.96000,110556.00000,110416.57000,110521.34000
BTC/USD,2025-11-02 10:30:00,110516.35000,110539.40000,110463.75000,110527.96000
BTC/USD,2025-11-02 10:25:00,110478.00000,110542.65000,110444.96000,110516.36000
BTC/USD,2025-11-02 10:20:00,110429.38000,110496.28000,110418.55000,110476.71000
BTC/USD,2025-11-02 10:15:00,110379.37000,110439.61000,110352.01000,110435.54000
BTC/USD,2025-11-02 10:10:00,110394.36000,110430.21000,110301.40000,110379.37000
BTC/USD,2025-11-02 10:05:00,110317.99000,110399.99000,110253.00000,110394.42000
BTC/USD,2025-11-02 10:00:00,110407.45000,110414.98000,110255.82000,110321.96000
BTC/USD,2025-11-02 09:55:00,110479.74000,110483.92000,110352.01000,110409.91000
BTC/USD,2025-11-02 09:50:00,110297.28000,110500.00000,110286.00000,110480.09000
BTC/USD,2025-11-02 09:45:00,110332.06000,110332.06000,110180.00000,110297.31000
BTC/USD,2025-11-02 09:40:00,110366.07000,110525.09000,110326.00000,110332.05000
BTC/USD,2025-11-02 09:35:00,110336.39000,110417.49000,110327.81000,110363.50000
BTC/USD,2025-11-02 09:30:00,110297.50000,110379.28000,110271.35000,110343.25000
BTC/USD,2025-11-02 09:25:00,110415.99000,110418.42000,110180.61000,110294.00000
BTC/USD,2025-11-02 09:20:00,110432.01000,110448.65000,110285.56000,110404.16000
BTC/USD,2025-11-02 09:15:00,110455.92000,110525.62000,110315.54000,110438.94000
BTC/USD,2025-11-02 09:10:00,110634.01000,110661.24000,110411.25000,110455.92000
BTC/USD,2025-11-02 09:05:00,110624.00000,110653.30000,110590.00000,110634.01000
BTC/USD,2025-11-02 09:00:00,110540.32000,110636.51000,110455.20000,110624.01000
BTC/USD,2025-11-02 08:55:00,110515.33000,110571.12000,110439.53000,110562.00000
BTC/USD,2025-11-02 08:50:00,110460.10000,110515.34000,110422.40000,110515.34000
BTC/USD,2025-11-02 08:45:00,110346.01000,110478.16000,110279.40000,110463.61000
BTC/USD,2025-11-02 08:40:00,110320.52000,110355.85000,110271.79000,110346.03000
BTC/USD,2025-11-02 08:35:00,110391.85000,110391.85000,110250.37000,110320.53000
BTC/USD,2025-11-02 08:30:00,110374.99000,110459.22000,110327.81000,110392.07000
BTC/USD,2025-11-02 08:25:00,110231.00000,110375.00000,110227.78000,110374.99000
BTC/USD,2025-11-02 08:20:00,110407.54000,110417.85000,110148.75000,110231.01000
BTC/USD,2025-11-02 08:15:00,110569.80000,110569.80000,110407.02000,110411.78000
BTC/USD,2025-11-02 08:10:00,110592.11000,110608.01000,110555.57000,110569.81000
BTC/USD,2025-11-02 08:05:00,110636.00000,110636.00000,110545.98000,110592.11000
BTC/USD,2025-11-02 08:00:00,110712.01000,110744.01000,110621.80000,110631.99000
BTC/USD,2025-11-02 07:55:00,110780.03000,110803.51000,110692.00000,110713.58000
BTC/USD,2025-11-02 07:50:00,110734.00000,110798.42000,110711.97000,110780.03000
BTC/USD,2025-11-02 07:45:00,110786.01000,110794.53000,110651.80000,110733.99000
BTC/USD,2025-11-02 07:40:00,110790.90000,110872.00000,110752.82000,110789.43000
BTC/USD,2025-11-02 07:35:00,110848.01000,110848.01000,110761.89000,110789.95000
BTC/USD,2025-11-02 07:30:00,110905.24000,110994.75000,110823.91000,110849.07000
BTC/USD,2025-11-02 07:25:00,111010.01000,111035.17000,110886.75000,110905.24000
BTC/USD,2025-11-02 07:20:00,111056.07000,111095.14000,110871.67000,111010.01000
BTC/USD,2025-11-02 07:15:00,111078.01000,111160.47000,111052.00000,111061.49000
BTC/USD,2025-11-02 07:10:00,111066.01000,111123.01000,111019.99000,111078.01000
BTC/USD,2025-11-02 07:05:00,111168.74000,111221.99000,111044.41000,111069.94000
BTC/USD,2025-11-02 07:00:00,111150.97000,111202.43000,111065.91000,111168.75000
BTC/USD,2025-11-02 06:55:00,111029.61000,111178.39000,111029.61000,111150.96000
BTC/USD,2025-11-02 06:50:00,110997.99000,111187.66000,110985.29000,111035.65000
BTC/USD,2025-11-02 06:45:00,110900.84000,111000.00000,110900.84000,110997.99000
BTC/USD,2025-11-02 06:40:00,110883.98000,110960.99000,110866.26000,110896.82000
BTC/USD,2025-11-02 06:35:00,110775.50000,110887.46000,110762.00000,110883.94000
BTC/USD,2025-11-02 06:30:00,110834.59000,110892.73000,110708.96000,110775.50000
BTC/USD,2025-11-02 06:25:00,110808.00000,110871.99000,110791.72000,110834.58000
BTC/USD,2025-11-02 06:20:00,110776.00000,110833.71000,110733.01000,110810.00000
BTC/USD,2025-11-02 06:15:00,110646.20000,110795.83000,110638.62000,110776.01000
BTC/USD,2025-11-02 06:10:00,110630.33000,110650.50000,110598.75000,110646.21000
BTC/USD,2025-11-02 06:05:00,110622.52000,110673.00000,110579.31000,110630.34000
BTC/USD,2025-11-02 06:00:00,110467.87000,110655.20000,110451.72000,110618.31000
BTC/USD,2025-11-02 05:55:00,110394.37000,110487.00000,110354.92000,110467.93000
BTC/USD,2025-11-02 05:50:00,110400.41000,110456.06000,110384.41000,110396.46000
BTC/USD,2025-11-02 05:45:00,110372.04000,110461.37000,110354.29000,110403.68000
BTC/USD,2025-11-02 05:40:00,110368.04000,110436.70000,110328.63000,110375.30000
BTC/USD,2025-11-02 05:35:00,110383.98000,110399.96000,110333.86000,110371.26000
BTC/USD,2025-11-02 05:30:00,110544.66000,110544.66000,110302.51000,110387.15000
BTC/USD,2025-11-02 05:25:00,110644.00000,110663.26000,110539.56000,110539.86000
BTC/USD,2025-11-02 05:20:00,110640.53000,110689.25000,110606.11000,110641.99000
BTC/USD,2025-11-02 05:15:00,110822.43000,110822.43000,110631.68000,110643.93000
BTC/USD,2025-11-02 05:10:00,110708.01000,110835.98000,110684.76000,110826.00000
BTC/USD,2025-11-02 05:05:00,110630.92000,110709.03000,110545.60000,110706.76000
BTC/USD,2025-11-02 05:00:00,110682.09000,110790.97000,110622.93000,110637.05000
BTC/USD,2025-11-02 04:55:00,110612.78000,110691.72000,110598.02000,110682.09000
BTC/USD,2025-11-02 04:50:00,110516.01000,110641.36000,110503.26000,110606.70000
BTC/USD,2025-11-02 04:45:00,110600.05000,110609.88000,110491.16000,110518.67000
BTC/USD,2025-11-02 04:40:00,110728.01000,110754.34000,110548.52000,110604.09000
BTC/USD,2025-11-02 04:35:00,110788.69000,110818.61000,110690.80000,110725.35000
BTC/USD,2025-11-02 04:30:00,110943.79000,110943.79000,110702.91000,110786.76000
BTC/USD,2025-11-02 04:25:00,110985.33000,110986.77000,110943.79000,110943.79000
BTC/USD,2025-11-02 04:20:00,110938.01000,110999.00000,110930.00000,110985.34000
BTC/USD,2025-11-02 04:15:00,110940.00000,110966.81000,110866.28000,110938.44000
BTC/USD,2025-11-02 04:10:00,110905.74000,110959.49000,110832.22000,110943.11000
BTC/USD,2025-11-02 04:05:00,110865.44000,110965.65000,110860.86000,110905.74000
BTC/USD,2025-11-02 04:00:00,110801.99000,110906.35000,110800.00000,110865.99000
BTC/USD,2025-11-02 03:55:00,110773.48000,110810.15000,110736.00000,110802.78000
BTC/USD,2025-11-02 03:50:00,110769.44000,110817.83000,110763.41000,110769.98000
BTC/USD,2025-11-02 03:45:00,110797.10000,110797.20000,110719.20000,110749.86000
BTC/USD,2025-11-02 03:40:00,110765.90000,110818.30000,110727.11000,110797.11000
BTC/USD,2025-11-02 03:35:00,110706.03000,110817.71000,110705.53000,110765.91000
BTC/USD,2025-11-02 03:30:00,110771.68000,110793.64000,110694.01000,110706.03000
BTC/USD,2025-11-02 03:25:00,110696.10000,110828.16000,110682.30000,110771.69000
