datetime,open,high,low,close
2025-11-06 17:38:00,1.15461,1.15461,1.15461,1.15461
2025-11-06 17:37:00,1.15457,1.15461,1.15457,1.15461
2025-11-06 17:36:00,1.15457,1.15457,1.15457,1.15457
2025-11-06 17:35:00,1.15454,1.15454,1.15454,1.15454
2025-11-06 17:34:00,1.1545,1.1545,1.1545,1.1545
2025-11-06 17:33:00,1.15461,1.15461,1.15461,1.15461
2025-11-06 17:30:00,1.15461,1.15461,1.15461,1.15461
2025-11-06 17:29:00,1.1546,1.15461,1.1546,1.15461
2025-11-06 17:28:00,1.1546,1.1546,1.1546,1.1546
2025-11-06 17:25:00,1.15447,1.1545,1.15447,1.15447
2025-11-06 17:24:00,1.15447,1.15448,1.15447,1.15448
2025-11-06 17:23:00,1.15447,1.15447,1.15447,1.15447
2025-11-06 17:22:00,1.15448,1.1545,1.15448,1.15448
2025-11-06 17:21:00,1.1545,1.15451,1.1545,1.1545
2025-11-06 17:20:00,1.15447,1.15448,1.15447,1.15447
2025-11-06 17:18:00,1.15447,1.15447,1.15447,1.15447
2025-11-06 17:17:00,1.15447,1.15447,1.15447,1.15447
2025-11-06 17:16:00,1.15448,1.15448,1.15447,1.15448
2025-11-06 17:12:00,1.15447,1.15448,1.15447,1.15447
2025-11-06 17:11:00,1.15448,1.15448,1.15434,1.15448
2025-11-06 17:09:00,1.15444,1.15444,1.15444,1.15444
2025-11-06 17:08:00,1.15443,1.15444,1.15441,1.15443
2025-11-06 17:07:00,1.15443,1.15443,1.15443,1.15443
2025-11-06 17:06:00,1.15443,1.1545,1.15443,1.15446
2025-11-06 17:05:00,1.15436,1.15443,1.15436,1.15443
2025-11-06 17:03:00,1.15447,1.15447,1.15447,1.15447
2025-11-06 17:02:00,1.15447,1.15447,1.15447,1.15447
2025-11-06 17:01:00,1.1544,1.15453,1.1544,1.1544
2025-11-06 17:00:00,1.15453,1.15453,1.15453,1.15453
2025-11-06 16:59:00,1.1547,1.15471,1.15467,1.15469
2025-11-06 16:58:00,1.15473,1.15474,1.15468,1.1547
2025-11-06 16:57:00,1.15471,1.15477,1.15471,1.15471
2025-11-06 16:56:00,1.15471,1.15471,1.15471,1.15471
2025-11-06 16:55:00,1.15477,1.15479,1.15476,1.15479
2025-11-06 16:54:00,1.15481,1.15481,1.15477,1.15477
2025-11-06 16:53:00,1.15484,1.15485,1.15481,1.15481
2025-11-06 16:52:00,1.15487,1.15488,1.15485,1.15487
2025-11-06 16:51:00,1.15487,1.15488,1.15486,1.15486
2025-11-06 16:50:00,1.15487,1.15487,1.15487,1.15487
2025-11-06 16:49:00,1.15482,1.15482,1.15481,1.15481
2025-11-06 16:48:00,1.1548,1.15484,1.1548,1.15482
2025-11-06 16:47:00,1.15476,1.15478,1.15476,1.15478
2025-11-06 16:46:00,1.15478,1.15479,1.15478,1.15478
2025-11-06 16:45:00,1.15475,1.15482,1.15475,1.1548
2025-11-06 16:44:00,1.15471,1.15473,1.15471,1.15473
2025-11-06 16:43:00,1.15451,1.15475,1.15451,1.15474
2025-11-06 16:42:00,1.15463,1.15463,1.15457,1.15457
2025-11-06 16:41:00,1.15461,1.15461,1.1546,1.1546
2025-11-06 16:40:00,1.1546,1.15467,1.1546,1.15461
2025-11-06 16:39:00,1.15463,1.15464,1.15457,1.1546
2025-11-06 16:38:00,1.1546,1.15464,1.1546,1.15462
2025-11-06 16:37:00,1.15464,1.15464,1.15457,1.15461
2025-11-06 16:36:00,1.15461,1.15461,1.1546,1.1546
2025-11-06 16:35:00,1.15461,1.15463,1.15458,1.15463
2025-11-06 16:34:00,1.15453,1.15463,1.15453,1.15463
2025-11-06 16:33:00,1.15451,1.15453,1.15451,1.15451
2025-11-06 16:32:00,1.15454,1.15454,1.1545,1.1545
2025-11-06 16:31:00,1.15454,1.15454,1.15454,1.15454
2025-11-06 16:30:00,1.15458,1.1546,1.15448,1.15448
2025-11-06 16:29:00,1.15464,1.1547,1.15463,1.15464
2025-11-06 16:28:00,1.15471,1.15471,1.15465,1.15468
2025-11-06 16:27:00,1.15478,1.1548,1.15478,1.15478
2025-11-06 16:26:00,1.15478,1.15478,1.15478,1.15478
2025-11-06 16:25:00,1.15478,1.15478,1.15478,1.15478
2025-11-06 16:24:00,1.1548,1.1548,1.15478,1.15478
2025-11-06 16:23:00,1.1548,1.1548,1.1548,1.1548
2025-11-06 16:22:00,1.15478,1.15481,1.15477,1.15477
2025-11-06 16:21:00,1.15484,1.1549,1.15484,1.15484
2025-11-06 16:20:00,1.15484,1.15485,1.15484,1.15484
2025-11-06 16:18:00,1.15484,1.15484,1.15484,1.15484
2025-11-06 16:17:00,1.1548,1.1548,1.15478,1.1548
2025-11-06 16:16:00,1.15477,1.15478,1.15477,1.15478
2025-11-06 16:15:00,1.15478,1.15478,1.15478,1.15478
2025-11-06 16:14:00,1.15478,1.15478,1.15478,1.15478
2025-11-06 16:13:00,1.1548,1.1548,1.1548,1.1548
2025-11-06 16:12:00,1.15478,1.15478,1.15478,1.15478
2025-11-06 16:11:00,1.15478,1.15478,1.15478,1.15478
2025-11-06 16:10:00,1.15467,1.15471,1.15464,1.15471
2025-11-06 16:09:00,1.15467,1.15467,1.15465,1.15467
2025-11-06 16:08:00,1.15468,1.15468,1.15464,1.15467
2025-11-06 16:07:00,1.15468,1.15471,1.15467,1.15467
2025-11-06 16:06:00,1.15471,1.15471,1.15468,1.1547
2025-11-06 16:05:00,1.15471,1.15471,1.15471,1.15471
2025-11-06 16:04:00,1.15478,1.1548,1.15473,1.1548
2025-11-06 16:03:00,1.1547,1.15477,1.1547,1.15477
2025-11-06 16:02:00,1.15477,1.15478,1.1547,1.1547
2025-11-06 16:01:00,1.15478,1.15481,1.15477,1.15478
2025-11-06 16:00:00,1.15477,1.15484,1.15474,1.15479
2025-11-06 15:59:00,1.15471,1.15478,1.15467,1.15474
2025-11-06 15:58:00,1.15467,1.15474,1.15467,1.15474
2025-11-06 15:57:00,1.15467,1.15474,1.15465,1.15473
2025-11-06 15:56:00,1.15464,1.15467,1.15461,1.15465
2025-11-06 15:55:00,1.15464,1.15468,1.15464,1.15467
2025-11-06 15:54:00,1.15468,1.1547,1.15467,1.15467
2025-11-06 15:53:00,1.15464,1.1547,1.15464,1.1547
2025-11-06 15:52:00,1.15468,1.15471,1.15468,1.15471
2025-11-06 15:51:00,1.15463,1.15467,1.15463,1.15467
2025-11-06 15:50:00,1.15458,1.15461,1.15458,1.15461
2025-11-06 15:49:00,1.15461,1.15461,1.1546,1.1546
2025-11-06 15:48:00,1.15457,1.15461,1.15457,1.15461
2025-11-06 15:47:00,1.1546,1.15464,1.1546,1.15464
2025-11-06 15:46:00,1.15457,1.15464,1.15455,1.15461
2025-11-06 15:45:00,1.15457,1.15458,1.15457,1.15457
2025-11-06 15:44:00,1.15458,1.15461,1.15457,1.15461
2025-11-06 15:43:00,1.15454,1.15461,1.15454,1.15458
2025-11-06 15:42:00,1.1545,1.15454,1.1545,1.15454
2025-11-06 15:41:00,1.1545,1.1545,1.15447,1.1545
2025-11-06 15:40:00,1.15444,1.15451,1.15444,1.1545
2025-11-06 15:39:00,1.15444,1.15444,1.15444,1.15444
2025-11-06 15:38:00,1.15447,1.15447,1.15444,1.15445
2025-11-06 15:37:00,1.15447,1.15447,1.15447,1.15447
2025-11-06 15:36:00,1.15447,1.15448,1.15444,1.15446
2025-11-06 15:35:00,1.15441,1.15444,1.1544,1.15441
2025-11-06 15:34:00,1.15443,1.15444,1.15438,1.15441
2025-11-06 15:33:00,1.15444,1.15444,1.15437,1.15437
2025-11-06 15:32:00,1.15444,1.15446,1.15444,1.15444
2025-11-06 15:31:00,1.15446,1.1545,1.1544,1.15443
2025-11-06 15:30:00,1.15441,1.15447,1.15441,1.15447
2025-11-06 15:29:00,1.1544,1.1544,1.15427,1.15431
2025-11-06 15:28:00,1.15444,1.15444,1.15444,1.15444
2025-11-06 15:27:00,1.15447,1.15447,1.15446,1.15446
2025-11-06 15:26:00,1.15447,1.15447,1.15447,1.15447
2025-11-06 15:25:00,1.15451,1.15451,1.1545,1.1545
2025-11-06 15:24:00,1.15454,1.15454,1.15448,1.15448
2025-11-06 15:23:00,1.15471,1.15471,1.1545,1.15454
2025-11-06 15:22:00,1.15471,1.15471,1.15465,1.15467
2025-11-06 15:21:00,1.15474,1.15474,1.1547,1.15474
2025-11-06 15:20:00,1.15482,1.15482,1.15477,1.15478
2025-11-06 15:19:00,1.15484,1.15484,1.15482,1.15484
2025-11-06 15:18:00,1.15484,1.15484,1.15484,1.15484
2025-11-06 15:17:00,1.1548,1.15484,1.15478,1.15484
2025-11-06 15:16:00,1.15471,1.15481,1.15471,1.1548
2025-11-06 15:15:00,1.15481,1.15481,1.15478,1.15478
2025-11-06 15:14:00,1.15487,1.15488,1.15481,1.15481
2025-11-06 15:13:00,1.15481,1.15488,1.15481,1.15488
2025-11-06 15:12:00,1.15481,1.15484,1.15477,1.15481
2025-11-06 15:11:00,1.1547,1.15478,1.1547,1.15478
2025-11-06 15:10:00,1.15467,1.15467,1.15465,1.15467
2025-11-06 15:09:00,1.15464,1.15466,1.1546,1.15466
2025-11-06 15:08:00,1.15459,1.15461,1.15459,1.1546
2025-11-06 15:07:00,1.1546,1.15461,1.1546,1.1546
2025-11-06 15:06:00,1.1546,1.1546,1.1546,1.1546
2025-11-06 15:05:00,1.15447,1.1545,1.15441,1.1545
2025-11-06 15:04:00,1.1544,1.15441,1.15435,1.15436
2025-11-06 15:03:00,1.15443,1.15443,1.1544,1.1544
2025-11-06 15:02:00,1.15443,1.15443,1.15443,1.15443
2025-11-06 15:01:00,1.1545,1.15454,1.1544,1.1544
2025-11-06 15:00:00,1.15446,1.1545,1.15444,1.1545
2025-11-06 14:59:00,1.15446,1.15446,1.15446,1.15446
2025-11-06 14:58:00,1.15453,1.15453,1.15447,1.15447
2025-11-06 14:57:00,1.15447,1.15453,1.15447,1.15452
2025-11-06 14:56:00,1.15457,1.15457,1.15443,1.15447
2025-11-06 14:55:00,1.1544,1.15457,1.1544,1.15457
2025-11-06 14:54:00,1.15433,1.15446,1.15433,1.1544
2025-11-06 14:53:00,1.15426,1.15437,1.15426,1.15431
2025-11-06 14:52:00,1.15446,1.15446,1.15425,1.15426
2025-11-06 14:51:00,1.15444,1.15444,1.15444,1.15444
2025-11-06 14:50:00,1.15444,1.15444,1.15438,1.15444
2025-11-06 14:49:00,1.15437,1.15447,1.15431,1.15444
2025-11-06 14:48:00,1.15437,1.15441,1.15437,1.15437
2025-11-06 14:47:00,1.15437,1.15437,1.15433,1.15433
2025-11-06 14:46:00,1.15446,1.15447,1.15444,1.15444
2025-11-06 14:45:00,1.15457,1.15461,1.15454,1.15454
2025-11-06 14:44:00,1.1547,1.15471,1.15457,1.1546
2025-11-06 14:43:00,1.15471,1.15474,1.15471,1.15473
2025-11-06 14:42:00,1.15467,1.15471,1.15465,1.15471
2025-11-06 14:41:00,1.15461,1.15467,1.15461,1.15465
2025-11-06 14:40:00,1.15461,1.15461,1.15461,1.15461
2025-11-06 14:39:00,1.15467,1.15477,1.15467,1.15474
2025-11-06 14:38:00,1.15491,1.15491,1.1547,1.1547
2025-11-06 14:37:00,1.15492,1.15499,1.15488,1.15491
2025-11-06 14:36:00,1.15492,1.15492,1.15492,1.15492
2025-11-06 14:35:00,1.15521,1.15521,1.15506,1.15508
2025-11-06 14:34:00,1.15518,1.15518,1.15514,1.15516
2025-11-06 14:33:00,1.15519,1.15524,1.15519,1.15522
2025-11-06 14:32:00,1.15511,1.15512,1.15507,1.15511
2025-11-06 14:31:00,1.15511,1.15511,1.15511,1.15511
2025-11-06 14:30:00,1.15507,1.15511,1.15501,1.15509
2025-11-06 14:29:00,1.15505,1.15511,1.15505,1.15508
2025-11-06 14:28:00,1.15507,1.15507,1.15502,1.15505
2025-11-06 14:27:00,1.15499,1.15501,1.15499,1.15501
2025-11-06 14:26:00,1.15498,1.15498,1.15495,1.15495
2025-11-06 14:25:00,1.15495,1.15495,1.15491,1.15494
2025-11-06 14:24:00,1.15491,1.15495,1.15491,1.15491
2025-11-06 14:23:00,1.15487,1.15491,1.15485,1.15491
2025-11-06 14:22:00,1.15475,1.15485,1.15475,1.15485
2025-11-06 14:21:00,1.15491,1.15491,1.15478,1.15478
2025-11-06 14:20:00,1.15487,1.15488,1.15485,1.15488
2025-11-06 14:19:00,1.15491,1.15495,1.15487,1.15487
2025-11-06 14:18:00,1.15495,1.15495,1.1549,1.1549
2025-11-06 14:17:00,1.15495,1.15495,1.15495,1.15495
2025-11-06 14:16:00,1.15484,1.15486,1.15483,1.15485
2025-11-06 14:15:00,1.15491,1.15491,1.15485,1.15487
2025-11-06 14:14:00,1.15487,1.15491,1.15487,1.15491
2025-11-06 14:13:00,1.1549,1.15491,1.15485,1.15485
2025-11-06 14:12:00,1.1549,1.15498,1.15489,1.15489
2025-11-06 14:11:00,1.1549,1.15491,1.15489,1.15491
2025-11-06 14:10:00,1.15482,1.15485,1.15481,1.15485
2025-11-06 14:09:00,1.15477,1.15481,1.15477,1.15479
2025-11-06 14:08:00,1.15478,1.15481,1.15478,1.15481
2025-11-06 14:07:00,1.15478,1.15484,1.15476,1.1548
2025-11-06 14:06:00,1.15477,1.15482,1.15477,1.15481
2025-11-06 14:05:00,1.15477,1.15477,1.15477,1.15477
2025-11-06 14:04:00,1.15473,1.15477,1.15473,1.15477
2025-11-06 14:03:00,1.15463,1.15474,1.15463,1.15474
2025-11-06 14:02:00,1.15464,1.15467,1.15461,1.15461
2025-11-06 14:01:00,1.15464,1.15465,1.1546,1.15465
2025-11-06 14:00:00,1.15464,1.15471,1.15463,1.15464
2025-11-06 13:59:00,1.15474,1.15475,1.15471,1.15471
2025-11-06 13:58:00,1.15474,1.15474,1.15471,1.15471
2025-11-06 13:57:00,1.15477,1.15478,1.15475,1.15475
2025-11-06 13:56:00,1.15471,1.15478,1.15469,1.15478
2025-11-06 13:55:00,1.1548,1.1548,1.15475,1.15475
2025-11-06 13:54:00,1.15474,1.1548,1.15474,1.1548
2025-11-06 13:53:00,1.15495,1.15495,1.15483,1.15484
2025-11-06 13:52:00,1.15491,1.15497,1.15491,1.15494
2025-11-06 13:51:00,1.15496,1.15496,1.15488,1.15488
2025-11-06 13:50:00,1.15478,1.15492,1.15478,1.15492
2025-11-06 13:49:00,1.15477,1.15478,1.15475,1.15478
2025-11-06 13:48:00,1.15478,1.15488,1.15475,1.15478
2025-11-06 13:47:00,1.15471,1.15477,1.15471,1.15477
2025-11-06 13:46:00,1.15474,1.15477,1.15471,1.15471
2025-11-06 13:45:00,1.15487,1.15487,1.15474,1.15475
2025-11-06 13:44:00,1.15487,1.15487,1.15487,1.15487
2025-11-06 13:43:00,1.15488,1.15491,1.15482,1.15484
2025-11-06 13:42:00,1.15488,1.1549,1.15488,1.1549
2025-11-06 13:41:00,1.15482,1.15491,1.15482,1.15488
2025-11-06 13:40:00,1.1548,1.15488,1.15478,1.15488
2025-11-06 13:39:00,1.15471,1.1548,1.15471,1.1548
2025-11-06 13:38:00,1.15463,1.15473,1.15461,1.15473
2025-11-06 13:37:00,1.15467,1.15467,1.15461,1.15463
2025-11-06 13:36:00,1.15471,1.15473,1.15467,1.15468
2025-11-06 13:35:00,1.1547,1.1547,1.15465,1.15465
2025-11-06 13:34:00,1.1547,1.1547,1.1547,1.1547
2025-11-06 13:33:00,1.15463,1.15463,1.1546,1.15461
2025-11-06 13:31:00,1.15463,1.15464,1.15447,1.15463
2025-11-06 13:30:00,1.15436,1.15436,1.15434,1.15436
2025-11-06 13:29:00,1.15437,1.15441,1.15434,1.15436
2025-11-06 13:28:00,1.15444,1.15448,1.15441,1.15441
2025-11-06 13:27:00,1.1544,1.15445,1.1544,1.15443
2025-11-06 13:26:00,1.1544,1.15447,1.1544,1.15444
2025-11-06 13:25:00,1.15441,1.15447,1.15441,1.15441
2025-11-06 13:24:00,1.15434,1.15448,1.15434,1.15448
2025-11-06 13:23:00,1.15434,1.15434,1.15434,1.15434
2025-11-06 13:22:00,1.15437,1.15437,1.15431,1.15431
2025-11-06 13:21:00,1.15434,1.1544,1.15433,1.1544
2025-11-06 13:20:00,1.15434,1.15438,1.15433,1.15437
2025-11-06 13:19:00,1.15434,1.15437,1.1543,1.15437
2025-11-06 13:18:00,1.15437,1.15438,1.15434,1.15434
2025-11-06 13:17:00,1.15436,1.15442,1.15434,1.15436
2025-11-06 13:16:00,1.15446,1.15446,1.15441,1.15441
2025-11-06 13:15:00,1.15453,1.15458,1.15445,1.15446
2025-11-06 13:14:00,1.1546,1.1546,1.15453,1.15454
2025-11-06 13:13:00,1.15459,1.1546,1.15457,1.15458
2025-11-06 13:12:00,1.1546,1.15461,1.15457,1.15458
2025-11-06 13:11:00,1.15448,1.15463,1.15448,1.1546
2025-11-06 13:10:00,1.15444,1.15447,1.15438,1.15447
2025-11-06 13:09:00,1.15447,1.15447,1.1544,1.15444
2025-11-06 13:08:00,1.15429,1.15443,1.15427,1.15442
2025-11-06 13:07:00,1.15414,1.15423,1.15413,1.15423
2025-11-06 13:06:00,1.15406,1.15416,1.15406,1.15413
2025-11-06 13:05:00,1.15406,1.15406,1.154,1.15406
2025-11-06 13:04:00,1.15404,1.15406,1.15404,1.15406
2025-11-06 13:03:00,1.15399,1.15406,1.15399,1.15406
2025-11-06 13:02:00,1.15395,1.15406,1.15394,1.15403
2025-11-06 13:01:00,1.154,1.154,1.1539,1.1539
2025-11-06 13:00:00,1.15404,1.15404,1.154,1.15403
2025-11-06 12:59:00,1.15396,1.15396,1.15389,1.15394
2025-11-06 12:58:00,1.15399,1.154,1.15394,1.15394
2025-11-06 12:57:00,1.15393,1.15399,1.15386,1.15399
2025-11-06 12:56:00,1.154,1.15402,1.154,1.154
2025-11-06 12:55:00,1.15394,1.154,1.15394,1.154
2025-11-06 12:54:00,1.15393,1.15396,1.15393,1.15396
2025-11-06 12:53:00,1.15394,1.15394,1.15391,1.15393
2025-11-06 12:52:00,1.1539,1.15402,1.1539,1.15397
2025-11-06 12:51:00,1.15385,1.15397,1.15385,1.15397
2025-11-06 12:50:00,1.15375,1.15376,1.15371,1.15376
2025-11-06 12:49:00,1.15367,1.15377,1.15363,1.15376
2025-11-06 12:48:00,1.15406,1.15406,1.1537,1.15376
2025-11-06 12:47:00,1.154,1.15404,1.154,1.15404
2025-11-06 12:46:00,1.15407,1.15407,1.154,1.15402
2025-11-06 12:45:00,1.15427,1.15427,1.1541,1.1541
2025-11-06 12:44:00,1.15428,1.15431,1.15423,1.15423
2025-11-06 12:43:00,1.15419,1.15431,1.15418,1.15429
2025-11-06 12:42:00,1.15418,1.1542,1.15415,1.15418
2025-11-06 12:41:00,1.15419,1.15421,1.15413,1.15419
2025-11-06 12:40:00,1.15405,1.15408,1.15403,1.15403
2025-11-06 12:39:00,1.15396,1.15408,1.15396,1.15408
2025-11-06 12:38:00,1.15399,1.15408,1.15396,1.15407
2025-11-06 12:37:00,1.15399,1.15399,1.15399,1.15399
2025-11-06 12:36:00,1.15392,1.15393,1.15386,1.1539
2025-11-06 12:35:00,1.154,1.154,1.15386,1.15392
2025-11-06 12:34:00,1.15379,1.15396,1.15379,1.15396
2025-11-06 12:33:00,1.15372,1.15386,1.15372,1.15383
2025-11-06 12:32:00,1.15371,1.15377,1.15369,1.15369
2025-11-06 12:31:00,1.15374,1.15377,1.15371,1.15376
2025-11-06 12:30:00,1.15342,1.1536,1.15342,1.15359
2025-11-06 12:29:00,1.15318,1.15328,1.15315,1.15328
2025-11-06 12:28:00,1.15321,1.15321,1.15314,1.15315
2025-11-06 12:27:00,1.15338,1.15342,1.15322,1.15322
2025-11-06 12:26:00,1.15365,1.15366,1.15346,1.15348
2025-11-06 12:25:00,1.15385,1.15385,1.15369,1.15369
2025-11-06 12:24:00,1.15394,1.15394,1.15385,1.15386
2025-11-06 12:23:00,1.15394,1.15394,1.15394,1.15394
2025-11-06 12:22:00,1.15402,1.1541,1.15396,1.15403
2025-11-06 12:21:00,1.15404,1.15413,1.15402,1.15406
2025-11-06 12:20:00,1.15405,1.15407,1.15404,1.15404
2025-11-06 12:19:00,1.15397,1.15402,1.15396,1.15402
2025-11-06 12:18:00,1.15397,1.15397,1.15397,1.15397
2025-11-06 12:17:00,1.15403,1.15403,1.15403,1.15403
2025-11-06 12:16:00,1.15409,1.1542,1.15409,1.1542
2025-11-06 12:15:00,1.15372,1.15396,1.15372,1.15396
